inst#,actual,predicted,error,prediction
1680,1:N,1:N,,0.998
1681,1:N,2:Y,+,0.514
1682,2:Y,2:Y,,0.816
1683,2:Y,2:Y,,0.662
1684,1:N,2:Y,+,0.847
1685,2:Y,1:N,+,0.589
1686,1:N,1:N,,0.865
1687,2:Y,2:Y,,0.871
1688,1:N,1:N,,0.988
1689,2:Y,1:N,+,0.734
1690,2:Y,2:Y,,0.696
1691,2:Y,1:N,+,0.909
1692,2:Y,2:Y,,0.748
1693,2:Y,2:Y,,0.542
1694,2:Y,2:Y,,0.646
1695,2:Y,2:Y,,0.897
1696,2:Y,2:Y,,0.952
1697,1:N,2:Y,+,0.99
1698,1:N,2:Y,+,0.563
1699,2:Y,2:Y,,0.822
1700,1:N,2:Y,+,0.818
1701,1:N,1:N,,0.754
1702,2:Y,2:Y,,0.795
1703,1:N,1:N,,0.988
1704,1:N,1:N,,0.996
1705,1:N,1:N,,0.553
1706,2:Y,1:N,+,0.528
1707,1:N,1:N,,0.576
1708,1:N,2:Y,+,0.623
1709,1:N,1:N,,0.851
1710,1:N,2:Y,+,0.97
1711,2:Y,2:Y,,0.986
1712,1:N,1:N,,0.905
1713,1:N,1:N,,0.787
1714,2:Y,2:Y,,0.682
1715,2:Y,2:Y,,0.992
1716,2:Y,2:Y,,0.682
1717,2:Y,2:Y,,0.647
1718,1:N,2:Y,+,0.623
1719,1:N,1:N,,0.956
1720,1:N,1:N,,0.859
1721,2:Y,1:N,+,0.545
1722,2:Y,2:Y,,0.623
1723,2:Y,2:Y,,0.872
1724,2:Y,2:Y,,0.914
1725,1:N,1:N,,0.554
1726,2:Y,1:N,+,0.659
1727,1:N,1:N,,0.933
1728,2:Y,2:Y,,0.881
1729,1:N,1:N,,0.767
1730,2:Y,2:Y,,0.524
1731,2:Y,2:Y,,0.921
1732,2:Y,2:Y,,0.808
1733,1:N,1:N,,0.926
1734,1:N,2:Y,+,0.535
1735,2:Y,2:Y,,0.886
1736,2:Y,2:Y,,0.973
1737,2:Y,1:N,+,0.548
1738,1:N,1:N,,0.545
1739,2:Y,2:Y,,0.838
1740,1:N,1:N,,0.938
1741,1:N,1:N,,0.773
1742,1:N,1:N,,0.742
1743,1:N,1:N,,0.996
1744,1:N,1:N,,0.992
1745,2:Y,2:Y,,0.753
1746,1:N,1:N,,0.553
1747,2:Y,1:N,+,0.893
1748,1:N,1:N,,0.961
1749,2:Y,1:N,+,0.575
1750,2:Y,2:Y,,0.905
1751,1:N,1:N,,0.95
1752,1:N,1:N,,0.999
1753,2:Y,1:N,+,0.746
1754,1:N,1:N,,0.576
1755,1:N,2:Y,+,0.701
1756,1:N,1:N,,0.955
1757,1:N,2:Y,+,0.794
1758,1:N,1:N,,0.58
1759,1:N,1:N,,0.999
1760,2:Y,1:N,+,0.952
1761,1:N,1:N,,0.846
1762,1:N,1:N,,0.881
1763,2:Y,2:Y,,0.972
1764,1:N,1:N,,0.824
1765,1:N,1:N,,0.88
1766,2:Y,2:Y,,0.772
1767,2:Y,1:N,+,0.981
1768,2:Y,2:Y,,0.914
1769,1:N,1:N,,0.578
1770,1:N,1:N,,0.955
1771,2:Y,2:Y,,0.959
1772,1:N,1:N,,0.877
1773,1:N,1:N,,0.715
1774,2:Y,1:N,+,0.774
1775,2:Y,2:Y,,0.993
1776,1:N,2:Y,+,0.994
1777,2:Y,2:Y,,0.528
1778,1:N,1:N,,0.909
1779,1:N,1:N,,0.859
1780,2:Y,2:Y,,0.976
1781,1:N,1:N,,0.553
1782,2:Y,2:Y,,0.967
1783,2:Y,2:Y,,0.909
1784,1:N,2:Y,+,0.71
1785,2:Y,2:Y,,0.853
1786,1:N,2:Y,+,0.558
1787,1:N,1:N,,0.902
1788,1:N,1:N,,0.862
1789,1:N,1:N,,0.596
1790,2:Y,2:Y,,0.539
1791,1:N,1:N,,0.99
1792,1:N,2:Y,+,0.503
1793,2:Y,2:Y,,0.717
1794,2:Y,2:Y,,0.9
1795,1:N,2:Y,+,0.738
1796,2:Y,2:Y,,0.94
1797,2:Y,1:N,+,0.603
1798,2:Y,1:N,+,0.55
1799,2:Y,2:Y,,0.959
1800,2:Y,2:Y,,0.852
1801,1:N,1:N,,0.837
1802,1:N,1:N,,0.752
1803,1:N,1:N,,0.928
1804,2:Y,1:N,+,0.735
1805,1:N,1:N,,0.88
1806,1:N,1:N,,0.838
1807,1:N,1:N,,0.921
1808,2:Y,2:Y,,0.977
1809,1:N,2:Y,+,0.598
1810,2:Y,2:Y,,0.954
1811,2:Y,1:N,+,0.756
1812,2:Y,2:Y,,0.941
1813,2:Y,2:Y,,0.895
1814,2:Y,2:Y,,0.999
1815,1:N,1:N,,0.961
1816,1:N,1:N,,0.972
1817,2:Y,2:Y,,0.54
1818,1:N,1:N,,0.628
1819,2:Y,2:Y,,0.977
1820,2:Y,1:N,+,0.798
1821,1:N,1:N,,0.83
1822,2:Y,2:Y,,0.994
1823,1:N,1:N,,0.614
1824,2:Y,1:N,+,0.937
1825,2:Y,2:Y,,0.937
1826,1:N,1:N,,0.976
1827,2:Y,1:N,+,0.822
1828,1:N,1:N,,0.941
1829,1:N,1:N,,0.785
1830,1:N,2:Y,+,0.858
1831,2:Y,2:Y,,0.969
1832,1:N,2:Y,+,0.908
1833,2:Y,2:Y,,0.976
1834,2:Y,1:N,+,0.764
1835,1:N,1:N,,0.934
1836,2:Y,2:Y,,0.853
1837,1:N,1:N,,0.95
1838,1:N,1:N,,0.948
1839,1:N,2:Y,+,0.745
1840,2:Y,1:N,+,0.924
1841,2:Y,2:Y,,0.889
1842,1:N,2:Y,+,0.827
1843,2:Y,2:Y,,0.691
1844,2:Y,1:N,+,0.815
1845,1:N,2:Y,+,0.738
1846,2:Y,2:Y,,0.504
1847,1:N,1:N,,0.771
1848,2:Y,1:N,+,0.732
1849,2:Y,2:Y,,0.97
1850,1:N,1:N,,0.538
1851,1:N,1:N,,0.763
1852,2:Y,1:N,+,0.98
1853,1:N,1:N,,0.967
1854,2:Y,1:N,+,0.721
1855,2:Y,1:N,+,0.766
1856,2:Y,1:N,+,0.533
1857,2:Y,1:N,+,0.759
1858,2:Y,2:Y,,0.963
1859,2:Y,2:Y,,0.822
1860,2:Y,1:N,+,0.633
1861,1:N,1:N,,0.527
1862,1:N,2:Y,+,0.923
1863,2:Y,2:Y,,0.776
1864,2:Y,2:Y,,0.755
1865,2:Y,2:Y,,0.962
1866,1:N,1:N,,0.635
1867,2:Y,2:Y,,0.886
1868,2:Y,1:N,+,0.648
1869,1:N,1:N,,0.971
1870,1:N,2:Y,+,0.803
1871,1:N,1:N,,0.983
1872,2:Y,2:Y,,0.714
1873,1:N,2:Y,+,0.614
1874,2:Y,1:N,+,0.917
1875,2:Y,1:N,+,0.571
1876,1:N,2:Y,+,0.877
1877,1:N,1:N,,0.993
1878,2:Y,1:N,+,0.761
1879,2:Y,1:N,+,0.538
1880,1:N,1:N,,0.956
1881,2:Y,2:Y,,0.766
1882,1:N,2:Y,+,0.631
1883,2:Y,2:Y,,0.84
1884,1:N,1:N,,0.94
1885,2:Y,2:Y,,0.928
1886,2:Y,2:Y,,0.835
1887,2:Y,1:N,+,0.864
1888,1:N,1:N,,0.874
1889,2:Y,2:Y,,0.998
1890,2:Y,2:Y,,0.976
1891,2:Y,1:N,+,0.58
1892,1:N,1:N,,0.973
1893,2:Y,1:N,+,0.894
1894,1:N,1:N,,0.612
1895,1:N,1:N,,0.917
1896,1:N,1:N,,0.878
1897,1:N,1:N,,0.784
1898,2:Y,1:N,+,0.67
1899,2:Y,2:Y,,0.708
1900,1:N,2:Y,+,0.838
1901,1:N,2:Y,+,0.783
1902,1:N,1:N,,0.868
1903,1:N,1:N,,0.745
1904,2:Y,1:N,+,0.569
1905,2:Y,1:N,+,0.517
1906,2:Y,1:N,+,0.67
1907,1:N,1:N,,0.794
1908,2:Y,2:Y,,0.639
1909,1:N,2:Y,+,0.611
1910,2:Y,1:N,+,0.613
1911,1:N,2:Y,+,0.985
1912,1:N,1:N,,0.708
1913,1:N,2:Y,+,0.984
1914,1:N,1:N,,0.946
1915,1:N,2:Y,+,0.505
1916,2:Y,1:N,+,0.703
1917,2:Y,2:Y,,0.999
1918,2:Y,2:Y,,0.791
1919,1:N,1:N,,0.679
1920,2:Y,1:N,+,0.869
1921,2:Y,2:Y,,0.84
1922,2:Y,1:N,+,0.646
1923,2:Y,1:N,+,0.702
1924,1:N,2:Y,+,0.861
1925,1:N,1:N,,0.942
1926,1:N,2:Y,+,0.805
1927,2:Y,2:Y,,0.504
1928,2:Y,2:Y,,0.681
1929,1:N,1:N,,0.795
1930,2:Y,1:N,+,0.607
1931,2:Y,2:Y,,0.514
1932,2:Y,2:Y,,0.963
1933,2:Y,2:Y,,0.983
1934,1:N,1:N,,0.622
1935,2:Y,2:Y,,0.757
1936,1:N,1:N,,0.974
1937,2:Y,2:Y,,0.792
1938,2:Y,2:Y,,0.503
1939,1:N,1:N,,0.946
1940,1:N,1:N,,0.901
1941,2:Y,2:Y,,0.823
1942,2:Y,2:Y,,0.73
1943,1:N,1:N,,0.778
1944,1:N,1:N,,0.912
1945,2:Y,2:Y,,0.531
1946,1:N,1:N,,0.67
1947,2:Y,1:N,+,0.785
1948,2:Y,2:Y,,0.967
1949,2:Y,2:Y,,0.956
1950,1:N,2:Y,+,0.572
1951,2:Y,2:Y,,0.88
1952,2:Y,1:N,+,0.955
1953,2:Y,2:Y,,0.89
1954,1:N,2:Y,+,0.732
1955,2:Y,2:Y,,0.755
1956,2:Y,2:Y,,0.843
1957,1:N,1:N,,0.87
1958,2:Y,1:N,+,0.721
1959,2:Y,2:Y,,0.57
1960,1:N,2:Y,+,0.92
1961,1:N,1:N,,0.901
1962,2:Y,2:Y,,0.645
1963,1:N,2:Y,+,0.754
1964,1:N,1:N,,0.952
1965,1:N,1:N,,0.979
1966,1:N,1:N,,0.558
1967,1:N,1:N,,0.965
1968,2:Y,1:N,+,0.661
1969,2:Y,2:Y,,0.664
1970,2:Y,2:Y,,0.536
1971,1:N,1:N,,0.646
1972,1:N,2:Y,+,0.897
1973,1:N,1:N,,0.598
1974,1:N,1:N,,0.908
1975,1:N,1:N,,0.925
1976,1:N,1:N,,0.794
1977,1:N,1:N,,0.86
1978,1:N,1:N,,0.538
1979,1:N,1:N,,0.762
1980,2:Y,2:Y,,0.994
1981,2:Y,2:Y,,0.982
1982,2:Y,1:N,+,0.642
1983,2:Y,2:Y,,0.849
1984,1:N,1:N,,0.759
1985,1:N,1:N,,0.966
1986,1:N,1:N,,0.877
1987,1:N,1:N,,0.888
1988,1:N,1:N,,0.972
1989,2:Y,2:Y,,0.976
1990,1:N,1:N,,0.59
1991,2:Y,2:Y,,0.931
1992,2:Y,2:Y,,0.747
1993,2:Y,2:Y,,0.975
1994,1:N,2:Y,+,0.824
1995,1:N,2:Y,+,0.668
1996,2:Y,1:N,+,0.972
1997,1:N,1:N,,0.937
1998,1:N,1:N,,0.942
1999,2:Y,1:N,+,0.911
2000,2:Y,2:Y,,0.826
2001,2:Y,2:Y,,0.887
2002,2:Y,1:N,+,0.584
2003,2:Y,1:N,+,0.748
2004,2:Y,2:Y,,0.994
2005,1:N,1:N,,0.944
2006,2:Y,2:Y,,0.573
2007,2:Y,2:Y,,0.695
2008,2:Y,1:N,+,0.798
2009,1:N,2:Y,+,0.595
2010,2:Y,2:Y,,0.791
2011,1:N,2:Y,+,0.742
2012,1:N,1:N,,0.984
2013,1:N,1:N,,0.995
2014,2:Y,1:N,+,0.859
2015,2:Y,2:Y,,0.869
2016,1:N,2:Y,+,0.659
2017,1:N,1:N,,0.952
2018,2:Y,1:N,+,0.722
2019,1:N,1:N,,0.848
2020,2:Y,2:Y,,0.824
2021,2:Y,2:Y,,0.914
2022,2:Y,1:N,+,0.939
2023,1:N,2:Y,+,0.858
2024,1:N,1:N,,0.961
2025,2:Y,2:Y,,0.92
2026,2:Y,2:Y,,0.728
2027,2:Y,2:Y,,0.623
2028,2:Y,2:Y,,0.989
2029,1:N,1:N,,0.996
2030,1:N,1:N,,0.816
2031,2:Y,1:N,+,0.902
2032,1:N,1:N,,0.878
2033,2:Y,1:N,+,0.939
2034,2:Y,2:Y,,0.978
2035,2:Y,2:Y,,0.867
2036,2:Y,2:Y,,0.955
2037,2:Y,2:Y,,0.956
2038,2:Y,2:Y,,0.8
2039,2:Y,2:Y,,0.982
2040,2:Y,1:N,+,0.868
2041,2:Y,2:Y,,0.969
2042,1:N,1:N,,0.658
2043,2:Y,1:N,+,0.893
2044,1:N,1:N,,0.964
2045,1:N,2:Y,+,0.98
2046,1:N,1:N,,0.981
2047,2:Y,2:Y,,0.998
2048,2:Y,1:N,+,0.609
2049,2:Y,1:N,+,0.649
2050,2:Y,2:Y,,0.946
2051,1:N,1:N,,0.998
2052,1:N,2:Y,+,0.828
2053,2:Y,2:Y,,0.765
2054,2:Y,2:Y,,0.593
2055,1:N,2:Y,+,0.899
2056,1:N,2:Y,+,0.942
2057,2:Y,1:N,+,0.832
2058,1:N,1:N,,0.952
2059,1:N,1:N,,0.995
2060,1:N,2:Y,+,0.952
2061,2:Y,1:N,+,0.939
2062,1:N,2:Y,+,0.915
2063,1:N,2:Y,+,0.923
2064,2:Y,2:Y,,0.815
2065,1:N,1:N,,0.963
2066,1:N,2:Y,+,0.667
2067,2:Y,2:Y,,0.934
2068,2:Y,1:N,+,0.51
2069,2:Y,2:Y,,0.869
2070,2:Y,2:Y,,0.946
2071,1:N,1:N,,0.948
2072,2:Y,2:Y,,0.62
2073,2:Y,2:Y,,0.814
2074,1:N,1:N,,0.971
2075,2:Y,1:N,+,0.58
2076,2:Y,1:N,+,0.797
2077,1:N,2:Y,+,0.598
2078,1:N,1:N,,0.756
2079,2:Y,2:Y,,0.644
2080,2:Y,2:Y,,0.652
2081,1:N,1:N,,0.811
2082,1:N,1:N,,0.583
2083,2:Y,1:N,+,0.635
2084,1:N,1:N,,0.935
2085,1:N,2:Y,+,0.852
2086,1:N,1:N,,0.673
2087,2:Y,1:N,+,0.531
2088,1:N,1:N,,0.854
2089,2:Y,1:N,+,0.757
2090,2:Y,1:N,+,0.917
2091,1:N,2:Y,+,0.52
2092,2:Y,2:Y,,0.511
2093,2:Y,2:Y,,0.894
2094,1:N,2:Y,+,0.576
2095,2:Y,2:Y,,0.815
2096,1:N,1:N,,0.751
2097,2:Y,1:N,+,0.591
2098,2:Y,2:Y,,0.734
2099,2:Y,2:Y,,0.981
2100,2:Y,1:N,+,0.908
2101,2:Y,2:Y,,0.786
2102,1:N,2:Y,+,0.955
2103,1:N,2:Y,+,0.578
2104,1:N,1:N,,0.799
2105,2:Y,2:Y,,0.898
2106,2:Y,2:Y,,0.971
2107,2:Y,1:N,+,0.511
2108,2:Y,2:Y,,0.816
2109,1:N,1:N,,0.617
2110,1:N,2:Y,+,0.828
2111,1:N,1:N,,0.931
2112,2:Y,2:Y,,0.7
2113,1:N,1:N,,0.955
2114,1:N,1:N,,0.993
2115,2:Y,2:Y,,0.829
2116,2:Y,2:Y,,0.805
2117,1:N,1:N,,0.844
2118,1:N,2:Y,+,0.974
2119,2:Y,1:N,+,0.747
2120,1:N,1:N,,0.638
2121,1:N,2:Y,+,0.874
2122,1:N,1:N,,0.931
2123,1:N,1:N,,0.824
2124,2:Y,2:Y,,0.808
2125,1:N,1:N,,0.937
2126,1:N,1:N,,0.903
2127,2:Y,1:N,+,0.632
2128,2:Y,2:Y,,0.642
2129,2:Y,2:Y,,0.99
2130,1:N,1:N,,0.709
2131,1:N,1:N,,0.68
2132,2:Y,2:Y,,0.798
2133,2:Y,1:N,+,0.654
2134,2:Y,1:N,+,0.55
2135,2:Y,2:Y,,0.74
2136,2:Y,2:Y,,0.674
2137,1:N,1:N,,0.679
2138,1:N,1:N,,0.61
2139,2:Y,2:Y,,0.732
2140,1:N,1:N,,0.61
2141,1:N,1:N,,0.806
2142,2:Y,2:Y,,0.821
2143,2:Y,2:Y,,0.935
2144,1:N,1:N,,0.687
2145,2:Y,1:N,+,0.533
2146,1:N,1:N,,0.997
2147,1:N,2:Y,+,0.667
2148,2:Y,1:N,+,0.848
2149,2:Y,2:Y,,0.855
2150,2:Y,2:Y,,0.806
2151,2:Y,2:Y,,0.597
2152,1:N,1:N,,0.774
2153,1:N,2:Y,+,0.965
2154,2:Y,2:Y,,0.964
2155,2:Y,1:N,+,0.751
2156,2:Y,1:N,+,0.696
2157,2:Y,2:Y,,0.983
2158,2:Y,1:N,+,0.775
2159,1:N,2:Y,+,0.685
2160,2:Y,1:N,+,0.775
2161,1:N,1:N,,0.937
2162,1:N,1:N,,0.953
2163,2:Y,2:Y,,0.741
2164,1:N,1:N,,0.659
2165,1:N,1:N,,0.742
2166,2:Y,1:N,+,0.709
2167,2:Y,2:Y,,0.661
2168,1:N,2:Y,+,0.516
2169,2:Y,2:Y,,0.906
2170,1:N,1:N,,0.821
2171,2:Y,1:N,+,0.543
2172,1:N,1:N,,0.751
2173,2:Y,2:Y,,0.895
2174,1:N,1:N,,0.754
2175,2:Y,1:N,+,0.654
2176,2:Y,2:Y,,0.544
2177,1:N,1:N,,0.991
2178,1:N,1:N,,0.92
2179,2:Y,1:N,+,0.589
2180,1:N,1:N,,0.648
2181,2:Y,2:Y,,0.671
2182,1:N,1:N,,0.869
2183,2:Y,2:Y,,0.511
2184,1:N,1:N,,0.741
2185,1:N,1:N,,0.901
2186,1:N,1:N,,0.897
2187,2:Y,2:Y,,0.962
2188,2:Y,1:N,+,0.689
2189,1:N,1:N,,0.947
2190,1:N,1:N,,0.903
2191,1:N,2:Y,+,0.599
2192,2:Y,2:Y,,0.697
2193,1:N,1:N,,0.988
2194,2:Y,2:Y,,0.919
2195,2:Y,1:N,+,0.795
2196,1:N,2:Y,+,0.68
2197,2:Y,2:Y,,0.65
2198,2:Y,1:N,+,0.757
2199,1:N,1:N,,0.863
2200,2:Y,2:Y,,0.992
2201,1:N,1:N,,0.989
2202,2:Y,1:N,+,0.568
2203,1:N,1:N,,0.6
2204,2:Y,2:Y,,0.993
2205,1:N,1:N,,0.876
2206,1:N,1:N,,0.722
2207,1:N,1:N,,0.546
2208,1:N,1:N,,0.987
2209,2:Y,2:Y,,0.997
2210,2:Y,2:Y,,0.95
2211,2:Y,1:N,+,0.862
2212,1:N,1:N,,0.794
2213,2:Y,2:Y,,0.946
2214,2:Y,2:Y,,0.927
2215,2:Y,1:N,+,0.709
2216,1:N,1:N,,0.968
2217,2:Y,2:Y,,0.929
2218,2:Y,2:Y,,0.735
2219,2:Y,1:N,+,0.694
2220,2:Y,1:N,+,0.962
2221,2:Y,2:Y,,0.897
2222,1:N,1:N,,0.75
2223,1:N,1:N,,0.952
2224,2:Y,1:N,+,0.921
2225,1:N,1:N,,0.969
2226,2:Y,2:Y,,0.802
2227,2:Y,2:Y,,0.87
2228,1:N,1:N,,0.899
2229,2:Y,2:Y,,0.901
2230,2:Y,2:Y,,0.818
2231,2:Y,2:Y,,0.904
2232,2:Y,2:Y,,0.89
2233,1:N,1:N,,0.93
2234,2:Y,2:Y,,0.575
2235,2:Y,2:Y,,0.854
2236,1:N,1:N,,0.969
2237,2:Y,2:Y,,0.901
2238,1:N,1:N,,0.941
2239,2:Y,2:Y,,0.611
2240,2:Y,1:N,+,0.996
2241,2:Y,2:Y,,0.986
2242,1:N,1:N,,0.6
2243,1:N,2:Y,+,0.625
2244,1:N,1:N,,0.988
2245,2:Y,2:Y,,0.947
2246,2:Y,1:N,+,0.563
2247,2:Y,2:Y,,0.705
2248,1:N,2:Y,+,0.715
2249,1:N,1:N,,0.934
2250,2:Y,2:Y,,0.796
2251,2:Y,2:Y,,0.573
2252,1:N,1:N,,0.948
2253,2:Y,2:Y,,0.895
2254,1:N,1:N,,0.783
2255,1:N,1:N,,0.521
2256,2:Y,1:N,+,0.92
2257,2:Y,1:N,+,0.995
2258,2:Y,1:N,+,0.848
2259,1:N,1:N,,0.98
2260,2:Y,2:Y,,0.829
2261,2:Y,1:N,+,0.551
2262,1:N,1:N,,0.913
2263,2:Y,1:N,+,0.706
2264,2:Y,2:Y,,0.958
2265,1:N,1:N,,0.855
2266,2:Y,2:Y,,0.762
2267,1:N,2:Y,+,0.713
2268,1:N,1:N,,0.693
2269,2:Y,1:N,+,0.824
2270,2:Y,2:Y,,0.663
2271,1:N,2:Y,+,0.736

