inst#,actual,predicted,error,prediction
1678,1:N,1:N,,0.621
1679,1:N,1:N,,0.629
1680,1:N,1:N,,0.959
1681,1:N,2:Y,+,0.52
1682,2:Y,2:Y,,0.665
1683,2:Y,2:Y,,0.586
1684,1:N,2:Y,+,0.672
1685,2:Y,1:N,+,0.526
1686,1:N,1:N,,0.705
1687,2:Y,2:Y,,0.69
1688,1:N,1:N,,0.867
1689,2:Y,1:N,+,0.622
1690,2:Y,2:Y,,0.582
1691,2:Y,1:N,+,0.752
1692,2:Y,2:Y,,0.651
1693,2:Y,1:N,+,0.534
1694,2:Y,2:Y,,0.542
1695,2:Y,2:Y,,0.754
1696,2:Y,2:Y,,0.803
1697,1:N,2:Y,+,0.861
1698,1:N,2:Y,+,0.512
1699,2:Y,2:Y,,0.655
1700,1:N,2:Y,+,0.639
1701,1:N,1:N,,0.649
1702,2:Y,2:Y,,0.658
1703,1:N,1:N,,0.888
1704,1:N,1:N,,0.928
1705,1:N,2:Y,+,0.527
1706,2:Y,1:N,+,0.574
1707,1:N,1:N,,0.504
1708,1:N,2:Y,+,0.55
1709,1:N,1:N,,0.696
1710,1:N,2:Y,+,0.791
1711,2:Y,2:Y,,0.882
1712,1:N,1:N,,0.807
1713,1:N,1:N,,0.656
1714,2:Y,2:Y,,0.587
1715,2:Y,2:Y,,0.878
1716,2:Y,2:Y,,0.657
1717,2:Y,2:Y,,0.527
1718,1:N,2:Y,+,0.549
1719,1:N,1:N,,0.815
1720,1:N,1:N,,0.701
1721,2:Y,1:N,+,0.535
1722,2:Y,2:Y,,0.513
1723,2:Y,2:Y,,0.712
1724,2:Y,2:Y,,0.77
1725,1:N,1:N,,0.554
1726,2:Y,1:N,+,0.586
1727,1:N,1:N,,0.764
1728,2:Y,2:Y,,0.715
1729,1:N,1:N,,0.639
1730,2:Y,2:Y,,0.517
1731,2:Y,2:Y,,0.744
1732,2:Y,2:Y,,0.648
1733,1:N,1:N,,0.696
1734,1:N,2:Y,+,0.527
1735,2:Y,2:Y,,0.721
1736,2:Y,2:Y,,0.84
1737,2:Y,1:N,+,0.546
1738,1:N,1:N,,0.506
1739,2:Y,2:Y,,0.672
1740,1:N,1:N,,0.793
1741,1:N,1:N,,0.651
1742,1:N,1:N,,0.637
1743,1:N,1:N,,0.935
1744,1:N,1:N,,0.915
1745,2:Y,2:Y,,0.596
1746,1:N,2:Y,+,0.508
1747,2:Y,1:N,+,0.746
1748,1:N,1:N,,0.871
1749,2:Y,1:N,+,0.594
1750,2:Y,2:Y,,0.748
1751,1:N,1:N,,0.81
1752,1:N,1:N,,0.965
1753,2:Y,1:N,+,0.632
1754,1:N,1:N,,0.545
1755,1:N,2:Y,+,0.574
1756,1:N,1:N,,0.809
1757,1:N,2:Y,+,0.657
1758,1:N,1:N,,0.544
1759,1:N,1:N,,0.959
1760,2:Y,1:N,+,0.789
1761,1:N,1:N,,0.684
1762,1:N,1:N,,0.742
1763,2:Y,2:Y,,0.824
1764,1:N,1:N,,0.692
1765,1:N,1:N,,0.743
1766,2:Y,2:Y,,0.656
1767,2:Y,1:N,+,0.883
1768,2:Y,2:Y,,0.731
1769,1:N,1:N,,0.521
1770,1:N,1:N,,0.815
1771,2:Y,2:Y,,0.795
1772,1:N,1:N,,0.759
1773,1:N,1:N,,0.6
1774,2:Y,1:N,+,0.651
1775,2:Y,2:Y,,0.905
1776,1:N,2:Y,+,0.91
1777,2:Y,1:N,+,0.5
1778,1:N,1:N,,0.818
1779,1:N,1:N,,0.689
1780,2:Y,2:Y,,0.849
1781,1:N,1:N,,0.521
1782,2:Y,2:Y,,0.82
1783,2:Y,2:Y,,0.76
1784,1:N,2:Y,+,0.589
1785,2:Y,2:Y,,0.643
1786,1:N,2:Y,+,0.514
1787,1:N,1:N,,0.756
1788,1:N,1:N,,0.698
1789,1:N,1:N,,0.548
1790,2:Y,2:Y,,0.562
1791,1:N,1:N,,0.9
1792,1:N,1:N,,0.543
1793,2:Y,2:Y,,0.568
1794,2:Y,2:Y,,0.744
1795,1:N,2:Y,+,0.633
1796,2:Y,2:Y,,0.757
1797,2:Y,1:N,+,0.54
1798,2:Y,1:N,+,0.546
1799,2:Y,2:Y,,0.788
1800,2:Y,2:Y,,0.735
1801,1:N,1:N,,0.7
1802,1:N,1:N,,0.619
1803,1:N,1:N,,0.78
1804,2:Y,1:N,+,0.609
1805,1:N,1:N,,0.732
1806,1:N,1:N,,0.672
1807,1:N,1:N,,0.753
1808,2:Y,2:Y,,0.846
1809,1:N,2:Y,+,0.511
1810,2:Y,2:Y,,0.797
1811,2:Y,1:N,+,0.638
1812,2:Y,2:Y,,0.782
1813,2:Y,2:Y,,0.738
1814,2:Y,2:Y,,0.958
1815,1:N,1:N,,0.827
1816,1:N,1:N,,0.833
1817,2:Y,1:N,+,0.561
1818,1:N,1:N,,0.536
1819,2:Y,2:Y,,0.867
1820,2:Y,1:N,+,0.638
1821,1:N,1:N,,0.688
1822,2:Y,2:Y,,0.911
1823,1:N,1:N,,0.57
1824,2:Y,1:N,+,0.779
1825,2:Y,2:Y,,0.741
1826,1:N,1:N,,0.853
1827,2:Y,1:N,+,0.652
1828,1:N,1:N,,0.778
1829,1:N,1:N,,0.692
1830,1:N,2:Y,+,0.666
1831,2:Y,2:Y,,0.789
1832,1:N,2:Y,+,0.771
1833,2:Y,2:Y,,0.856
1834,2:Y,1:N,+,0.683
1835,1:N,1:N,,0.786
1836,2:Y,2:Y,,0.678
1837,1:N,1:N,,0.832
1838,1:N,1:N,,0.82
1839,1:N,2:Y,+,0.61
1840,2:Y,1:N,+,0.779
1841,2:Y,2:Y,,0.708
1842,1:N,2:Y,+,0.672
1843,2:Y,2:Y,,0.634
1844,2:Y,1:N,+,0.715
1845,1:N,2:Y,+,0.591
1846,2:Y,1:N,+,0.538
1847,1:N,1:N,,0.64
1848,2:Y,1:N,+,0.62
1849,2:Y,2:Y,,0.814
1850,1:N,1:N,,0.513
1851,1:N,1:N,,0.653
1852,2:Y,1:N,+,0.833
1853,1:N,1:N,,0.835
1854,2:Y,1:N,+,0.624
1855,2:Y,1:N,+,0.632
1856,2:Y,1:N,+,0.506
1857,2:Y,1:N,+,0.636
1858,2:Y,2:Y,,0.817
1859,2:Y,2:Y,,0.691
1860,2:Y,1:N,+,0.557
1861,1:N,1:N,,0.539
1862,1:N,2:Y,+,0.768
1863,2:Y,2:Y,,0.647
1864,2:Y,2:Y,,0.632
1865,2:Y,2:Y,,0.809
1866,1:N,1:N,,0.534
1867,2:Y,2:Y,,0.688
1868,2:Y,1:N,+,0.554
1869,1:N,1:N,,0.834
1870,1:N,2:Y,+,0.666
1871,1:N,1:N,,0.869
1872,2:Y,2:Y,,0.615
1873,1:N,2:Y,+,0.561
1874,2:Y,1:N,+,0.742
1875,2:Y,1:N,+,0.559
1876,1:N,2:Y,+,0.74
1877,1:N,1:N,,0.926
1878,2:Y,1:N,+,0.602
1879,2:Y,1:N,+,0.552
1880,1:N,1:N,,0.831
1881,2:Y,2:Y,,0.675
1882,1:N,2:Y,+,0.571
1883,2:Y,2:Y,,0.69
1884,1:N,1:N,,0.806
1885,2:Y,2:Y,,0.758
1886,2:Y,2:Y,,0.686
1887,2:Y,1:N,+,0.662
1888,1:N,1:N,,0.716
1889,2:Y,2:Y,,0.874
1890,2:Y,2:Y,,0.846
1891,2:Y,1:N,+,0.546
1892,1:N,1:N,,0.845
1893,2:Y,1:N,+,0.757
1894,1:N,1:N,,0.553
1895,1:N,1:N,,0.724
1896,1:N,1:N,,0.766
1897,1:N,1:N,,0.63
1898,2:Y,1:N,+,0.621
1899,2:Y,2:Y,,0.595
1900,1:N,2:Y,+,0.742
1901,1:N,2:Y,+,0.651
1902,1:N,1:N,,0.693
1903,1:N,1:N,,0.618
1904,2:Y,1:N,+,0.533
1905,2:Y,1:N,+,0.529
1906,2:Y,1:N,+,0.58
1907,1:N,1:N,,0.657
1908,2:Y,2:Y,,0.6
1909,1:N,2:Y,+,0.536
1910,2:Y,1:N,+,0.505
1911,1:N,2:Y,+,0.732
1912,1:N,1:N,,0.581
1913,1:N,2:Y,+,0.868
1914,1:N,1:N,,0.785
1915,1:N,1:N,,0.512
1916,2:Y,1:N,+,0.564
1917,2:Y,2:Y,,0.961
1918,2:Y,2:Y,,0.691
1919,1:N,1:N,,0.586
1920,2:Y,1:N,+,0.699
1921,2:Y,2:Y,,0.685
1922,2:Y,1:N,+,0.585
1923,2:Y,1:N,+,0.549
1924,1:N,2:Y,+,0.696
1925,1:N,1:N,,0.794
1926,1:N,2:Y,+,0.644
1927,2:Y,1:N,+,0.5
1928,2:Y,2:Y,,0.58
1929,1:N,1:N,,0.587
1930,2:Y,1:N,+,0.54
1931,2:Y,1:N,+,0.552
1932,2:Y,2:Y,,0.824
1933,2:Y,2:Y,,0.873
1934,1:N,1:N,,0.524
1935,2:Y,2:Y,,0.61
1936,1:N,1:N,,0.838
1937,2:Y,2:Y,,0.681
1938,2:Y,1:N,+,0.522
1939,1:N,1:N,,0.801
1940,1:N,1:N,,0.73
1941,2:Y,2:Y,,0.665
1942,2:Y,2:Y,,0.585
1943,1:N,1:N,,0.637
1944,1:N,1:N,,0.743
1945,2:Y,2:Y,,0.538
1946,1:N,1:N,,0.58
1947,2:Y,1:N,+,0.626
1948,2:Y,2:Y,,0.847
1949,2:Y,2:Y,,0.809
1950,1:N,2:Y,+,0.503
1951,2:Y,2:Y,,0.718
1952,2:Y,1:N,+,0.809
1953,2:Y,2:Y,,0.716
1954,1:N,2:Y,+,0.636
1955,2:Y,2:Y,,0.645
1956,2:Y,2:Y,,0.678
1957,1:N,1:N,,0.734
1958,2:Y,1:N,+,0.581
1959,2:Y,2:Y,,0.527
1960,1:N,2:Y,+,0.735
1961,1:N,1:N,,0.77
1962,2:Y,2:Y,,0.598
1963,1:N,2:Y,+,0.626
1964,1:N,1:N,,0.839
1965,1:N,1:N,,0.871
1966,1:N,1:N,,0.551
1967,1:N,1:N,,0.781
1968,2:Y,1:N,+,0.608
1969,2:Y,2:Y,,0.606
1970,2:Y,2:Y,,0.544
1971,1:N,1:N,,0.603
1972,1:N,2:Y,+,0.774
1973,1:N,1:N,,0.527
1974,1:N,1:N,,0.721
1975,1:N,1:N,,0.712
1976,1:N,1:N,,0.664
1977,1:N,1:N,,0.729
1978,1:N,1:N,,0.574
1979,1:N,1:N,,0.642
1980,2:Y,2:Y,,0.913
1981,2:Y,2:Y,,0.881
1982,2:Y,1:N,+,0.586
1983,2:Y,2:Y,,0.71
1984,1:N,1:N,,0.6
1985,1:N,1:N,,0.829
1986,1:N,1:N,,0.697
1987,1:N,1:N,,0.737
1988,1:N,1:N,,0.839
1989,2:Y,2:Y,,0.858
1990,1:N,1:N,,0.506
1991,2:Y,2:Y,,0.79
1992,2:Y,2:Y,,0.622
1993,2:Y,2:Y,,0.843
1994,1:N,2:Y,+,0.652
1995,1:N,2:Y,+,0.57
1996,2:Y,1:N,+,0.847
1997,1:N,1:N,,0.79
1998,1:N,1:N,,0.793
1999,2:Y,1:N,+,0.758
2000,2:Y,2:Y,,0.648
2001,2:Y,2:Y,,0.758
2002,2:Y,1:N,+,0.548
2003,2:Y,1:N,+,0.642
2004,2:Y,2:Y,,0.92
2005,1:N,1:N,,0.79
2006,2:Y,2:Y,,0.529
2007,2:Y,2:Y,,0.588
2008,2:Y,1:N,+,0.622
2009,1:N,2:Y,+,0.551
2010,2:Y,2:Y,,0.659
2011,1:N,2:Y,+,0.574
2012,1:N,1:N,,0.884
2013,1:N,1:N,,0.937
2014,2:Y,1:N,+,0.673
2015,2:Y,2:Y,,0.683
2016,1:N,2:Y,+,0.604
2017,1:N,1:N,,0.8
2018,2:Y,1:N,+,0.557
2019,1:N,1:N,,0.706
2020,2:Y,2:Y,,0.642
2021,2:Y,2:Y,,0.75
2022,2:Y,1:N,+,0.802
2023,1:N,2:Y,+,0.738
2024,1:N,1:N,,0.841
2025,2:Y,2:Y,,0.771
2026,2:Y,2:Y,,0.628
2027,2:Y,2:Y,,0.575
2028,2:Y,2:Y,,0.88
2029,1:N,1:N,,0.928
2030,1:N,1:N,,0.629
2031,2:Y,1:N,+,0.715
2032,1:N,1:N,,0.716
2033,2:Y,1:N,+,0.82
2034,2:Y,2:Y,,0.86
2035,2:Y,2:Y,,0.701
2036,2:Y,2:Y,,0.807
2037,2:Y,2:Y,,0.813
2038,2:Y,2:Y,,0.612
2039,2:Y,2:Y,,0.888
2040,2:Y,1:N,+,0.69
2041,2:Y,2:Y,,0.832
2042,1:N,1:N,,0.596
2043,2:Y,1:N,+,0.713
2044,1:N,1:N,,0.819
2045,1:N,2:Y,+,0.863
2046,1:N,1:N,,0.869
2047,2:Y,2:Y,,0.948
2048,2:Y,1:N,+,0.55
2049,2:Y,1:N,+,0.585
2050,2:Y,2:Y,,0.746
2051,1:N,1:N,,0.951
2052,1:N,2:Y,+,0.656
2053,2:Y,2:Y,,0.617
2054,2:Y,2:Y,,0.508
2055,1:N,2:Y,+,0.729
2056,1:N,2:Y,+,0.796
2057,2:Y,1:N,+,0.58
2058,1:N,1:N,,0.772
2059,1:N,1:N,,0.925
2060,1:N,2:Y,+,0.802
2061,2:Y,1:N,+,0.799
2062,1:N,2:Y,+,0.739
2063,1:N,2:Y,+,0.768
2064,2:Y,2:Y,,0.648
2065,1:N,1:N,,0.832
2066,1:N,2:Y,+,0.562
2067,2:Y,2:Y,,0.781
2068,2:Y,2:Y,,0.533
2069,2:Y,2:Y,,0.706
2070,2:Y,2:Y,,0.801
2071,1:N,1:N,,0.768
2072,2:Y,2:Y,,0.667
2073,2:Y,2:Y,,0.697
2074,1:N,1:N,,0.831
2075,2:Y,1:N,+,0.562
2076,2:Y,1:N,+,0.702
2077,1:N,2:Y,+,0.518
2078,1:N,1:N,,0.643
2079,2:Y,2:Y,,0.575
2080,2:Y,2:Y,,0.584
2081,1:N,1:N,,0.674
2082,1:N,1:N,,0.568
2083,2:Y,1:N,+,0.537
2084,1:N,1:N,,0.767
2085,1:N,2:Y,+,0.701
2086,1:N,1:N,,0.595
2087,2:Y,2:Y,,0.521
2088,1:N,1:N,,0.661
2089,2:Y,1:N,+,0.638
2090,2:Y,1:N,+,0.759
2091,1:N,2:Y,+,0.521
2092,2:Y,2:Y,,0.535
2093,2:Y,2:Y,,0.744
2094,1:N,2:Y,+,0.547
2095,2:Y,2:Y,,0.741
2096,1:N,1:N,,0.666
2097,2:Y,1:N,+,0.527
2098,2:Y,2:Y,,0.594
2099,2:Y,2:Y,,0.85
2100,2:Y,1:N,+,0.71
2101,2:Y,2:Y,,0.632
2102,1:N,2:Y,+,0.809
2103,1:N,2:Y,+,0.554
2104,1:N,1:N,,0.673
2105,2:Y,2:Y,,0.739
2106,2:Y,2:Y,,0.845
2107,2:Y,1:N,+,0.528
2108,2:Y,2:Y,,0.674
2109,1:N,1:N,,0.543
2110,1:N,2:Y,+,0.697
2111,1:N,1:N,,0.765
2112,2:Y,2:Y,,0.592
2113,1:N,1:N,,0.78
2114,1:N,1:N,,0.917
2115,2:Y,2:Y,,0.665
2116,2:Y,2:Y,,0.637
2117,1:N,1:N,,0.744
2118,1:N,2:Y,+,0.862
2119,2:Y,1:N,+,0.614
2120,1:N,1:N,,0.566
2121,1:N,2:Y,+,0.711
2122,1:N,1:N,,0.794
2123,1:N,1:N,,0.638
2124,2:Y,2:Y,,0.626
2125,1:N,1:N,,0.768
2126,1:N,1:N,,0.719
2127,2:Y,1:N,+,0.578
2128,2:Y,2:Y,,0.61
2129,2:Y,2:Y,,0.885
2130,1:N,1:N,,0.588
2131,1:N,1:N,,0.616
2132,2:Y,2:Y,,0.664
2133,2:Y,1:N,+,0.586
2134,2:Y,1:N,+,0.524
2135,2:Y,2:Y,,0.613
2136,2:Y,2:Y,,0.583
2137,1:N,1:N,,0.6
2138,1:N,1:N,,0.565
2139,2:Y,2:Y,,0.618
2140,1:N,1:N,,0.534
2141,1:N,1:N,,0.634
2142,2:Y,2:Y,,0.657
2143,2:Y,2:Y,,0.772
2144,1:N,1:N,,0.609
2145,2:Y,2:Y,,0.503
2146,1:N,1:N,,0.946
2147,1:N,2:Y,+,0.556
2148,2:Y,1:N,+,0.623
2149,2:Y,2:Y,,0.685
2150,2:Y,2:Y,,0.696
2151,2:Y,2:Y,,0.564
2152,1:N,1:N,,0.649
2153,1:N,2:Y,+,0.828
2154,2:Y,2:Y,,0.83
2155,2:Y,1:N,+,0.591
2156,2:Y,1:N,+,0.554
2157,2:Y,2:Y,,0.847
2158,2:Y,1:N,+,0.684
2159,1:N,2:Y,+,0.574
2160,2:Y,1:N,+,0.625
2161,1:N,1:N,,0.789
2162,1:N,1:N,,0.795
2163,2:Y,2:Y,,0.597
2164,1:N,1:N,,0.582
2165,1:N,1:N,,0.581
2166,2:Y,1:N,+,0.595
2167,2:Y,2:Y,,0.587
2168,1:N,1:N,,0.503
2169,2:Y,2:Y,,0.772
2170,1:N,1:N,,0.677
2171,2:Y,1:N,+,0.533
2172,1:N,1:N,,0.601
2173,2:Y,2:Y,,0.734
2174,1:N,1:N,,0.633
2175,2:Y,1:N,+,0.565
2176,2:Y,2:Y,,0.54
2177,1:N,1:N,,0.897
2178,1:N,1:N,,0.749
2179,2:Y,1:N,+,0.558
2180,1:N,1:N,,0.578
2181,2:Y,2:Y,,0.592
2182,1:N,1:N,,0.711
2183,2:Y,2:Y,,0.561
2184,1:N,1:N,,0.634
2185,1:N,1:N,,0.761
2186,1:N,1:N,,0.729
2187,2:Y,2:Y,,0.805
2188,2:Y,1:N,+,0.576
2189,1:N,1:N,,0.768
2190,1:N,1:N,,0.707
2191,1:N,2:Y,+,0.579
2192,2:Y,2:Y,,0.59
2193,1:N,1:N,,0.895
2194,2:Y,2:Y,,0.786
2195,2:Y,1:N,+,0.606
2196,1:N,2:Y,+,0.561
2197,2:Y,2:Y,,0.605
2198,2:Y,1:N,+,0.614
2199,1:N,1:N,,0.714
2200,2:Y,2:Y,,0.844
2201,1:N,1:N,,0.822
2202,2:Y,2:Y,,0.504
2203,1:N,1:N,,0.523
2204,2:Y,2:Y,,0.815
2205,1:N,1:N,,0.719
2206,1:N,1:N,,0.633
2207,1:N,1:N,,0.544
2208,1:N,1:N,,0.884
2209,2:Y,2:Y,,0.94
2210,2:Y,2:Y,,0.766
2211,2:Y,1:N,+,0.678
2212,1:N,1:N,,0.611
2213,2:Y,2:Y,,0.776
2214,2:Y,2:Y,,0.754
2215,2:Y,1:N,+,0.608
2216,1:N,1:N,,0.85
2217,2:Y,2:Y,,0.767
2218,2:Y,2:Y,,0.574
2219,2:Y,1:N,+,0.597
2220,2:Y,1:N,+,0.829
2221,2:Y,2:Y,,0.74
2222,1:N,1:N,,0.598
2223,1:N,1:N,,0.787
2224,2:Y,1:N,+,0.757
2225,1:N,1:N,,0.829
2226,2:Y,2:Y,,0.632
2227,2:Y,2:Y,,0.734
2228,1:N,1:N,,0.739
2229,2:Y,2:Y,,0.733
2230,2:Y,2:Y,,0.665
2231,2:Y,2:Y,,0.715
2232,2:Y,2:Y,,0.779
2233,1:N,1:N,,0.776
2234,2:Y,2:Y,,0.524
2235,2:Y,2:Y,,0.719
2236,1:N,1:N,,0.865
2237,2:Y,2:Y,,0.748
2238,1:N,1:N,,0.783
2239,2:Y,2:Y,,0.554
2240,2:Y,1:N,+,0.936
2241,2:Y,2:Y,,0.89
2242,1:N,1:N,,0.555
2243,1:N,2:Y,+,0.56
2244,1:N,1:N,,0.894
2245,2:Y,2:Y,,0.794
2246,2:Y,1:N,+,0.555
2247,2:Y,2:Y,,0.567
2248,1:N,2:Y,+,0.616
2249,1:N,1:N,,0.777
2250,2:Y,2:Y,,0.626
2251,2:Y,2:Y,,0.547
2252,1:N,1:N,,0.814
2253,2:Y,2:Y,,0.766
2254,1:N,1:N,,0.679
2255,1:N,1:N,,0.532
2256,2:Y,1:N,+,0.749
2257,2:Y,1:N,+,0.924
2258,2:Y,1:N,+,0.721
2259,1:N,1:N,,0.882
2260,2:Y,2:Y,,0.668
2261,2:Y,1:N,+,0.539
2262,1:N,1:N,,0.752
2263,2:Y,1:N,+,0.546
2264,2:Y,2:Y,,0.816
2265,1:N,1:N,,0.679
2266,2:Y,2:Y,,0.643
2267,1:N,2:Y,+,0.651
2268,1:N,2:Y,+,0.508
2269,2:Y,1:N,+,0.716
2270,2:Y,2:Y,,0.574
2271,1:N,2:Y,+,0.613

